,exp,wks,bluecol,ind,south,smsa,married,sex,union,ed,black,lwage,wage
2286,13,37,no,0,yes,yes,no,female,no,12,yes,6.30992,550.000947
2287,14,37,no,0,yes,yes,no,female,yes,12,yes,6.44254,627.9998955
2288,15,36,yes,0,yes,yes,no,female,no,12,yes,6.10925,450.0010878
2289,16,36,yes,0,yes,yes,no,female,no,12,yes,6.21461,500.0009508
2290,31,48,no,1,no,yes,yes,male,no,10,no,6.62007,749.9975951
2291,32,48,yes,1,no,yes,yes,male,no,10,no,6.68461,799.9986179
2292,33,48,yes,1,no,yes,yes,male,yes,10,no,6.7334,839.9984109
2293,34,49,yes,1,no,yes,yes,male,yes,10,no,6.81892,914.9962803
2294,35,48,yes,1,no,yes,yes,male,no,10,no,6.87213,965.0018322
2295,36,50,yes,1,no,yes,yes,male,no,10,no,6.96602,1059.995562
2296,37,49,yes,1,no,yes,yes,male,no,10,no,7.04316,1145.000096
2297,38,49,yes,1,no,yes,yes,male,no,15,no,6.42162,614.9986053
2298,39,48,yes,1,no,yes,yes,male,no,15,no,6.47697,649.9984641
2299,40,48,no,1,no,yes,yes,male,no,15,no,6.55108,699.9997655
2300,41,48,no,1,no,yes,yes,male,no,15,no,6.68461,799.9986179
2301,42,48,no,1,no,yes,yes,male,no,15,no,6.68461,799.9986179
2302,43,48,yes,1,no,yes,yes,male,no,15,no,6.80239,899.995713
2303,44,48,no,1,no,yes,yes,male,no,15,no,6.90776,1000.004721
2304,35,45,no,0,no,yes,yes,male,no,17,no,6.75926,862.0040767
2305,36,36,no,0,no,yes,yes,male,no,17,no,6.81344,909.9958145
2306,37,36,no,0,no,yes,yes,male,no,17,no,6.86693,959.9968469
2307,38,35,no,0,no,yes,yes,male,no,17,no,6.85118,944.9953435
2308,39,35,no,0,no,yes,yes,male,no,17,no,6.9489,1042.002894
2309,40,35,no,0,no,yes,yes,male,no,17,no,7.06476,1170.001137
2310,41,36,no,0,no,yes,yes,male,no,17,no,7.11477,1230.000679
2311,38,46,yes,1,no,yes,yes,male,no,11,no,6.88959,981.9987152
2312,39,49,yes,1,no,yes,yes,male,yes,11,no,6.90575,997.9967302
2313,40,43,yes,1,no,yes,yes,male,no,11,no,6.90776,1000.004721
2314,41,48,yes,1,no,yes,yes,male,yes,11,no,7.00307,1100.004995
2315,42,47,yes,1,no,yes,yes,male,yes,11,no,7.1309,1250.001462
2316,43,48,yes,1,no,yes,yes,male,yes,11,no,7.10824,1221.994941
2317,44,47,yes,1,no,yes,yes,male,no,11,no,7.09008,1200.003797
2318,36,30,yes,0,yes,yes,no,female,no,12,yes,5.61313,274.0005189
2319,37,48,yes,0,yes,yes,no,female,no,12,yes,5.82008,336.9990125
2320,38,49,yes,0,yes,yes,no,female,no,12,yes,5.76205,317.9995603
2321,39,46,yes,0,yes,yes,no,female,no,12,yes,5.8999,365.0009659
2322,40,47,yes,0,yes,yes,no,female,no,12,yes,5.95842,386.9981838
2323,41,46,yes,0,yes,yes,no,female,no,12,yes,6.17379,480.0018701
2324,42,48,yes,0,yes,yes,no,female,no,12,yes,6.10256,447.0006282
2325,6,49,yes,0,no,yes,yes,male,yes,12,no,6.44572,630.0001138
2326,7,47,yes,0,no,yes,yes,male,yes,12,no,6.62007,749.9975951
2327,8,50,yes,0,no,yes,yes,male,yes,12,no,6.59987,734.9996331
2328,9,46,yes,0,no,yes,yes,male,yes,12,no,6.63332,760.0011907
2329,10,48,yes,0,no,yes,yes,male,yes,12,no,6.83518,929.9957349
2330,11,48,yes,0,no,yes,yes,male,yes,12,no,6.99942,1095.997296
2331,12,48,yes,0,no,yes,yes,male,yes,12,no,6.90776,1000.004721
2332,35,50,yes,1,yes,no,yes,male,no,5,no,6.33328,563.0002094
2333,36,51,yes,1,yes,no,yes,male,no,5,no,5.85793,349.9988959
2334,37,51,yes,1,yes,no,yes,male,no,5,no,6.39526,598.9990427
2335,38,50,yes,1,yes,no,yes,male,no,5,no,6.10925,450.0010878
2336,39,43,yes,1,yes,no,yes,male,no,5,no,6.10925,450.0010878
2337,40,51,yes,1,yes,no,yes,male,no,5,no,6.10925,450.0010878
2338,41,49,yes,1,yes,no,yes,male,no,5,no,6.39693,600.0002069
2339,24,42,no,0,yes,yes,yes,female,no,16,no,6.39526,598.9990427
2340,25,50,no,0,yes,yes,yes,female,no,16,no,6.43615,623.9997701
2341,26,47,no,0,yes,yes,yes,female,no,16,no,6.49224,660.0001089
2342,27,45,no,0,yes,yes,yes,female,no,16,no,6.73102,838.0015918
2343,28,49,no,0,yes,yes,yes,female,no,16,no,6.74524,850.0031029
2344,29,46,no,0,yes,yes,yes,female,no,16,no,7.04229,1144.004379
2345,30,48,no,0,yes,yes,yes,female,no,16,no,7.09008,1200.003797
2346,28,50,no,1,yes,no,yes,male,no,14,no,6.30992,550.000947
2347,29,49,yes,0,yes,no,yes,male,no,14,no,6.53669,689.9988977
2348,30,50,yes,0,yes,no,yes,male,no,14,no,6.46147,640.0011671
2349,31,48,yes,0,yes,no,yes,male,no,14,no,6.57925,719.9991274
2350,32,52,no,0,yes,no,yes,male,no,14,no,6.8977,989.9951063
2351,33,50,no,0,yes,no,yes,male,no,14,no,6.42487,617.0006023
2352,34,47,yes,0,yes,no,yes,male,no,14,no,6.91473,1006.999101
2353,4,49,yes,0,yes,yes,yes,male,no,12,no,6.65286,774.9976523
2354,5,52,no,0,yes,yes,yes,male,no,12,no,6.77422,874.9965994
2355,6,52,no,0,yes,yes,yes,male,no,12,no,6.90776,1000.004721
2356,7,50,no,0,yes,yes,yes,male,no,12,no,6.96885,1062.999598
2357,8,51,no,0,yes,yes,yes,male,no,12,no,6.96224,1055.996342
2358,9,50,no,0,yes,yes,yes,male,no,12,no,7.10824,1221.994941
2359,10,50,no,0,yes,yes,yes,male,no,12,no,7.39326,1624.994971
2360,9,49,yes,0,no,yes,no,female,yes,12,no,5.98645,397.9992019
2361,10,49,yes,0,no,yes,no,female,yes,12,no,5.95584,386.0010154
2362,11,49,yes,0,no,yes,no,female,yes,12,no,6.18415,485.0005379
2363,12,48,yes,0,no,yes,no,female,yes,12,no,6.19236,488.9987826
2364,13,47,yes,0,no,yes,no,female,yes,12,no,6.62539,753.9982145
2365,14,47,yes,0,no,yes,no,female,yes,12,no,6.62007,749.9975951
2366,15,47,yes,0,no,yes,no,female,yes,12,no,6.80239,899.995713
2367,9,51,no,0,no,no,no,female,no,12,no,5.88332,358.9991425
2368,10,50,no,0,no,no,no,female,no,12,no,5.8861,359.9985487
2369,11,49,no,0,no,no,no,female,no,12,no,5.93489,377.9984141
2370,12,48,no,0,no,no,no,female,no,12,no,6.07993,436.9986037
2371,13,49,no,0,no,no,no,female,no,12,no,6.07993,436.9986037
2372,14,47,no,0,no,no,no,female,no,12,no,6.08222,438.0004773
2373,15,48,no,0,no,no,no,female,no,12,no,6.2634,525.0009121
2374,28,23,no,0,no,yes,yes,male,yes,12,no,6.57647,718.0003094
2375,29,42,no,0,no,yes,yes,male,yes,12,no,6.66441,784.000768
2376,30,47,no,0,no,yes,yes,male,yes,12,no,6.73697,843.0025644
2377,31,47,no,0,no,yes,yes,male,yes,12,no,6.80793,904.995526
2378,32,47,no,0,no,yes,yes,male,yes,12,no,6.80793,904.995526
2379,33,47,no,0,no,yes,yes,male,yes,12,no,6.91771,1010.004434
2380,34,47,no,0,no,yes,yes,male,yes,12,no,7.04141,1142.998098
2381,7,48,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2382,8,48,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2383,9,49,no,0,no,yes,yes,male,no,17,no,7.24566,1402.006915
2384,10,48,no,1,no,yes,yes,male,no,17,no,7.37776,1600.001747
2385,11,49,no,1,no,yes,yes,male,no,17,no,7.47307,1760.001605
2386,12,48,no,1,no,yes,yes,male,no,17,no,7.57558,1949.990929
2387,13,49,no,1,no,yes,yes,male,no,17,no,7.67322,2149.99329
2388,31,48,no,1,no,yes,yes,male,no,9,no,6.4552,636.0009137
2389,32,48,no,1,no,yes,yes,male,no,9,no,6.5582,705.001549
2390,33,47,no,1,no,yes,yes,male,no,9,no,6.66313,782.997889
2391,34,48,no,1,no,yes,yes,male,yes,9,no,6.84588,940.0001173
2392,35,48,no,1,no,yes,yes,male,no,9,no,6.9256,1018.004889
2393,36,48,no,1,no,yes,yes,male,no,9,no,7.13648,1256.995967
2394,37,47,no,1,no,yes,yes,male,no,9,no,7.27031,1436.995853
2395,27,45,no,1,no,yes,yes,male,no,12,no,6.90575,997.9967302
2396,28,47,no,1,no,yes,yes,male,no,12,no,6.90575,997.9967302
2397,29,46,no,1,no,yes,yes,male,yes,12,no,7.18539,1320.003939
2398,30,46,no,1,no,yes,yes,male,no,12,no,7.24423,1400.003478
2399,31,46,no,1,no,yes,yes,male,no,12,no,7.31122,1497.002419
2400,32,45,no,1,no,yes,yes,male,no,12,no,7.37588,1596.996569
2401,33,43,no,1,no,yes,yes,male,no,12,no,7.19519,1333.003572
2402,19,49,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2403,20,46,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
2404,21,50,no,0,no,yes,no,male,no,17,no,7.6009,1999.995081
2405,22,47,no,0,no,yes,no,male,no,17,no,7.71869,2250.010136
2406,23,50,no,1,no,yes,yes,male,no,17,no,7.74066,2299.989876
2407,24,49,no,1,no,yes,yes,male,no,17,no,7.6009,1999.995081
2408,25,48,no,1,no,yes,yes,male,no,17,no,7.6811,2167.002164
2409,17,49,no,1,no,yes,yes,male,yes,11,yes,6.16331,474.9977181
2410,18,50,no,1,no,yes,yes,male,yes,11,yes,6.30992,550.000947
2411,19,50,no,1,no,yes,yes,male,yes,11,yes,6.30445,547.0006551
2412,20,50,no,1,no,yes,yes,male,yes,11,yes,6.62007,749.9975951
2413,21,49,no,1,no,yes,yes,male,yes,11,yes,6.47697,649.9984641
2414,22,49,no,1,no,yes,yes,male,yes,11,yes,6.55108,699.9997655
2415,23,49,no,1,no,yes,yes,male,yes,11,yes,6.47697,649.9984641
2416,22,38,no,0,no,yes,yes,male,yes,17,no,6.90575,997.9967302
2417,23,44,no,0,no,yes,yes,male,yes,17,no,6.90575,997.9967302
2418,24,42,no,0,no,yes,yes,male,yes,17,no,6.57925,719.9991274
2419,25,37,no,0,no,yes,yes,male,yes,17,no,7.04752,1150.003195
2420,26,39,no,0,no,yes,yes,male,yes,17,no,7.09008,1200.003797
2421,27,36,no,0,no,yes,yes,male,yes,17,no,7.32251,1513.999343
2422,28,40,no,0,no,yes,yes,male,yes,17,no,7.31322,1499.999419
2423,18,38,no,0,no,no,yes,male,no,17,no,6.77422,874.9965994
2424,19,39,no,0,no,no,yes,male,no,17,no,6.88755,979.9974798
2425,20,36,no,0,no,no,yes,male,no,17,no,6.90776,1000.004721
2426,21,37,no,0,no,no,yes,male,no,17,no,6.96508,1058.999634
2427,22,39,no,0,no,no,yes,male,no,17,no,6.95655,1050.004785
2428,23,39,no,0,no,no,yes,male,no,17,no,7.19669,1335.004578
2429,24,36,no,0,no,no,yes,male,no,17,no,7.1309,1250.001462
2430,27,48,no,1,yes,yes,yes,male,no,16,no,6.90575,997.9967302
2431,28,47,no,1,yes,yes,yes,male,no,16,no,6.90575,997.9967302
2432,29,49,no,1,yes,yes,yes,male,no,16,no,7.84385,2550.003473
2433,30,48,no,1,yes,yes,yes,male,no,16,no,7.93737,2799.986851
2434,31,48,no,1,yes,yes,yes,male,no,16,no,8.10168,3300.007433
2435,32,35,no,1,yes,yes,yes,male,no,16,no,7.91936,2750.010476
2436,33,25,no,1,yes,yes,no,male,no,16,no,8.02027,3041.998562
2437,3,51,yes,0,yes,yes,yes,male,no,12,no,6.13988,463.9978878
2438,4,49,no,0,yes,yes,yes,male,no,12,no,6.56667,710.9982724
2439,5,50,no,0,yes,yes,yes,male,no,12,no,6.65157,773.9985498
2440,6,50,no,0,yes,yes,yes,male,no,12,no,6.83303,927.998392
2441,7,49,no,0,yes,yes,yes,male,no,12,no,6.97167,1066.001487
2442,8,48,no,0,yes,yes,yes,male,no,12,no,7.07834,1185.998127
2443,9,49,no,0,yes,yes,yes,male,no,12,no,7.19669,1335.004578
2444,37,40,yes,0,yes,yes,yes,male,yes,11,no,6.55108,699.9997655
2445,38,38,yes,0,yes,yes,yes,male,yes,11,no,6.68711,802.0011165
2446,39,46,yes,0,yes,yes,yes,male,no,11,no,6.75227,855.999678
2447,40,46,yes,0,yes,yes,yes,male,yes,11,no,6.81344,909.9958145
2448,41,46,yes,0,yes,yes,yes,male,yes,11,no,6.96035,1054.002394
2449,42,44,no,0,yes,yes,yes,male,yes,11,no,7.02019,1118.999207
2450,43,43,yes,0,yes,yes,yes,male,yes,11,no,7.08171,1190.001683
2451,23,49,yes,1,no,no,yes,male,no,8,no,5.92693,375.0014903
2452,24,49,yes,1,no,no,yes,male,no,8,no,5.99146,399.9981812
2453,25,48,yes,1,no,no,yes,male,yes,8,no,6.57368,715.9998805
2454,26,51,yes,1,no,no,yes,male,yes,8,no,6.66568,784.9970815
2455,27,47,yes,1,no,no,yes,male,yes,8,no,6.69703,809.9965594
2456,28,44,yes,1,no,no,yes,male,yes,8,no,6.82002,916.00333
2457,29,50,yes,1,no,no,yes,male,yes,8,no,6.94505,1037.998896
2458,5,50,no,0,yes,yes,yes,male,no,14,no,6.43775,624.9989689
2459,6,49,no,0,yes,yes,yes,male,no,14,no,6.57368,715.9998805
2460,7,49,no,0,yes,yes,yes,male,no,14,no,6.65286,774.9976523
2461,8,48,no,0,yes,yes,yes,male,no,14,no,6.82655,922.0044039
2462,9,49,no,0,yes,yes,yes,male,no,14,no,6.90776,1000.004721
2463,10,48,no,0,yes,yes,yes,male,no,14,no,7.03615,1137.001713
2464,11,48,no,0,yes,yes,yes,male,no,14,no,7.04229,1144.004379
2465,30,47,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
2466,31,48,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
2467,32,45,no,1,no,yes,yes,male,no,17,no,8.16052,3500.006134
2468,33,47,no,1,no,yes,yes,male,no,17,no,8.00637,3000.007297
2469,34,47,no,1,no,yes,yes,male,no,17,no,8.05516,3150.007145
2470,35,47,no,1,no,yes,yes,male,no,17,no,7.94591,2824.001134
2471,36,47,no,1,no,yes,yes,male,no,17,no,7.9831,2931.003105
2472,21,49,yes,1,no,yes,yes,male,yes,12,yes,6.50429,668.0012201
2473,22,47,yes,1,no,yes,yes,male,yes,12,yes,6.55108,699.9997655
2474,23,48,yes,1,no,yes,yes,male,yes,12,yes,6.64509,768.9992545
2475,24,49,yes,1,no,yes,yes,male,yes,12,yes,6.64639,769.9996036
2476,25,49,yes,1,no,yes,yes,male,yes,12,yes,6.90776,1000.004721
2477,26,46,yes,1,no,yes,yes,male,yes,12,yes,7.01392,1112.005032
2478,27,49,yes,1,no,yes,yes,male,yes,12,yes,7.09008,1200.003797
2479,7,47,no,0,yes,yes,yes,male,no,12,no,5.76832,319.9996813
2480,8,50,no,0,yes,yes,yes,male,no,12,no,5.8999,365.0009659
2481,9,50,yes,0,yes,yes,yes,male,yes,12,no,6.608,740.9995367
2482,10,51,yes,0,yes,yes,yes,male,yes,12,no,6.84588,940.0001173
2483,11,49,yes,0,yes,yes,yes,male,no,12,no,6.08677,439.9979202
2484,12,51,yes,0,no,no,yes,male,no,12,no,6.30992,550.000947
2485,13,51,yes,0,no,no,yes,male,no,12,no,6.30992,550.000947
2486,4,50,yes,1,no,yes,yes,male,no,12,no,6.39024,595.9996024
2487,5,50,yes,1,no,yes,yes,male,no,12,no,6.49072,658.9976708
2488,6,50,yes,1,no,yes,yes,male,no,12,no,6.61874,749.0007613
2489,7,50,yes,1,no,yes,yes,male,no,12,no,6.80572,902.9976943
2490,8,50,yes,1,no,yes,yes,male,no,12,no,6.90375,996.0027314
2491,9,51,yes,1,no,yes,yes,male,no,12,no,6.98101,1076.004583
2492,10,50,yes,1,no,yes,yes,male,no,12,no,7.06219,1166.998095
2493,16,44,yes,1,no,yes,yes,male,yes,12,no,6.34564,570.0020743
2494,17,49,yes,1,no,yes,yes,male,yes,12,no,6.51471,674.9981837
2495,18,46,yes,1,no,yes,yes,male,yes,12,no,6.57925,719.9991274
2496,19,48,yes,1,no,yes,yes,male,yes,12,no,6.63332,760.0011907
2497,20,48,yes,1,no,yes,yes,male,yes,12,no,6.80239,899.995713
2498,21,48,yes,1,no,yes,yes,male,yes,12,no,6.88755,979.9974798
2499,22,48,yes,1,no,yes,yes,male,yes,12,no,7.0076,1104.999322
2500,16,40,no,0,no,no,yes,male,yes,16,no,6.49072,658.9976708
2501,17,36,no,0,no,no,yes,male,yes,16,no,6.51471,674.9981837
2502,18,39,no,0,no,no,yes,male,no,16,no,6.55108,699.9997655
2503,19,35,no,0,no,no,yes,male,yes,16,no,6.70808,818.9966553
2504,20,38,no,0,no,no,yes,male,yes,16,no,6.82002,916.00333
2505,21,37,no,0,no,no,yes,male,yes,16,no,6.4599,638.9971537
2506,22,36,no,0,no,no,yes,male,yes,16,no,6.99118,1087.003384
2507,36,48,yes,1,no,no,yes,male,yes,10,no,5.98141,395.9983323
2508,37,49,yes,1,no,no,yes,male,yes,10,no,5.98141,395.9983323
2509,38,40,yes,1,no,no,yes,male,yes,10,no,6.10925,450.0010878
2510,39,48,yes,1,no,no,yes,male,yes,10,no,6.21461,500.0009508
2511,40,49,yes,1,no,no,yes,male,yes,10,no,6.25767,522.0012591
2512,41,39,yes,1,no,no,yes,male,yes,10,no,6.32436,558.000579
2513,42,48,yes,1,no,no,yes,male,yes,10,no,6.43294,621.9999423
2514,28,48,no,1,no,yes,yes,male,no,12,no,6.90575,997.9967302
2515,29,48,no,1,no,yes,yes,male,no,12,no,6.90575,997.9967302
2516,30,49,no,1,no,yes,yes,male,no,12,no,7.24423,1400.003478
2517,31,48,no,1,no,yes,yes,male,no,12,no,6.95655,1050.004785
2518,32,47,no,1,no,yes,yes,male,no,12,no,7.00307,1100.004995
2519,33,46,no,1,no,yes,yes,male,no,12,no,7.17319,1303.997728
2520,34,48,no,1,no,yes,yes,male,no,12,no,7.1309,1250.001462
2521,5,49,no,0,no,yes,no,female,no,17,no,5.4161,224.9999095
2522,6,52,no,0,no,yes,no,female,no,17,no,5.48064,240.0002584
2523,7,20,no,0,no,yes,no,female,no,17,no,6.21461,500.0009508
2524,8,50,no,0,no,yes,no,female,no,17,no,6.25383,520.000618
2525,9,49,no,0,no,yes,no,female,no,17,no,6.34388,568.999753
2526,10,48,no,0,yes,yes,no,female,no,17,no,7.17012,1300.000594
2527,11,51,no,0,yes,yes,no,female,no,17,no,7.21671,1362.000699
2528,20,52,yes,0,yes,no,yes,male,no,10,no,6.58617,724.9988002
2529,21,52,yes,0,yes,no,yes,male,no,10,no,6.66185,781.9962929
2530,22,51,yes,0,yes,no,yes,male,no,10,no,6.81344,909.9958145
2531,23,51,yes,0,yes,no,yes,male,no,10,no,6.86171,954.9987198
2532,24,52,yes,0,yes,no,yes,male,no,10,no,7.06902,1174.995974
2533,25,52,yes,0,yes,no,yes,male,no,10,no,7.0775,1185.002307
2534,26,51,yes,0,yes,no,yes,male,no,10,no,7.1107,1225.004749
2535,15,49,yes,1,no,no,yes,male,yes,12,no,6.12249,455.9987189
2536,16,49,yes,1,no,no,yes,male,yes,12,no,6.16542,476.0010214
2537,17,49,yes,1,no,no,yes,male,yes,12,no,6.21661,501.0019534
2538,18,42,yes,1,no,no,yes,male,yes,12,no,6.56526,709.9964713
2539,19,34,yes,1,no,no,yes,male,yes,12,no,6.62007,749.9975951
2540,20,47,yes,1,no,no,yes,male,yes,12,no,6.69332,806.9970397
2541,21,47,yes,0,no,no,yes,male,yes,12,no,6.80239,899.995713
2542,20,49,no,1,no,yes,no,female,no,13,no,6.43775,624.9989689
2543,21,47,no,1,no,yes,no,female,no,13,no,6.39693,600.0002069
2544,22,48,no,1,no,yes,no,female,no,13,no,6.4708,646.0003206
2545,23,47,no,1,no,yes,no,female,no,13,no,6.74524,850.0031029
2546,24,48,no,1,no,yes,no,female,no,13,no,6.77422,874.9965994
2547,25,47,no,1,no,yes,no,female,no,13,no,6.7901,889.0024576
2548,26,47,yes,1,no,yes,no,female,no,13,no,6.7901,889.0024576
2549,32,48,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2550,33,49,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2551,34,49,no,0,no,yes,yes,male,no,17,no,5.01728,151.0000246
2552,35,50,no,0,no,yes,yes,male,no,17,no,7.37776,1600.001747
2553,36,48,no,0,no,yes,yes,male,no,17,no,7.46737,1749.998133
2554,37,47,no,0,no,yes,yes,male,no,17,no,7.37776,1600.001747
2555,38,49,no,0,no,yes,yes,male,no,17,no,7.33106,1526.999534
2556,12,47,yes,0,no,yes,yes,male,no,12,no,6.62007,749.9975951
2557,13,50,yes,0,no,yes,yes,male,no,12,no,6.55108,699.9997655
2558,14,51,yes,0,no,yes,yes,male,no,12,no,6.55108,699.9997655
2559,15,46,no,0,yes,yes,yes,male,no,12,no,5.87212,355.0007847
2560,16,52,no,0,yes,yes,yes,male,no,12,no,6.9256,1018.004889
2561,17,51,no,0,yes,yes,yes,male,no,12,no,6.76504,867.0008871
2562,18,50,no,0,yes,yes,yes,male,no,12,no,6.68211,798.0011192
2563,25,50,yes,1,no,yes,yes,male,no,9,no,6.51471,674.9981837
2564,26,42,yes,1,no,yes,yes,male,no,9,no,6.76273,865.0004265
2565,27,49,yes,1,no,yes,yes,male,no,9,no,6.93731,1029.995796
2566,28,48,yes,1,no,yes,yes,male,no,9,no,6.82979,924.9965428
2567,29,38,yes,1,no,yes,yes,male,no,9,no,6.88244,975.0024658
2568,30,50,yes,1,no,yes,yes,male,no,9,no,6.98008,1075.004364
2569,31,49,yes,1,no,yes,yes,male,no,9,no,7.09008,1200.003797
2570,9,49,no,1,yes,yes,yes,male,no,16,no,6.4677,644.0008204
2571,10,49,no,1,yes,yes,yes,male,no,16,no,6.62007,749.9975951
2572,11,49,no,0,yes,yes,yes,male,no,16,no,6.76849,869.9972059
2573,12,47,no,0,yes,yes,yes,male,no,16,no,6.99577,1092.004197
2574,13,49,no,0,yes,yes,yes,male,no,16,no,7.13648,1256.995967
2575,14,48,no,0,yes,yes,yes,male,no,16,no,7.37776,1600.001747
2576,15,48,no,0,yes,yes,yes,male,no,16,no,7.54961,1900.001586
2577,2,50,yes,0,no,yes,yes,male,yes,14,no,6.29711,543.0003693
2578,3,50,yes,0,no,yes,yes,male,yes,14,no,6.49224,660.0001089
2579,4,50,no,0,no,yes,yes,male,yes,14,no,6.74524,850.0031029
2580,5,49,yes,0,no,yes,yes,male,yes,14,no,6.88244,975.0024658
2581,6,50,yes,0,no,yes,yes,male,yes,14,no,6.95655,1050.004785
2582,7,49,yes,0,no,yes,yes,male,yes,14,no,7.04752,1150.003195
2583,8,48,yes,0,no,yes,yes,male,yes,14,no,7.1309,1250.001462
2584,9,49,no,0,no,yes,yes,male,yes,12,no,6.60259,737.0015535
2585,10,49,no,0,no,yes,yes,male,yes,12,no,6.62407,753.0035935
2586,11,49,no,0,no,yes,yes,male,yes,12,no,6.71538,824.9972063
2587,12,49,no,0,no,yes,yes,male,yes,12,no,6.84268,936.9969245
2588,13,47,no,0,no,yes,yes,male,yes,12,no,7.02554,1125.001896
2589,14,48,no,0,no,yes,yes,male,yes,12,no,7.2233,1371.005923
2590,15,47,no,0,no,yes,yes,male,yes,12,no,7.09008,1200.003797
2591,31,46,yes,0,no,yes,yes,male,yes,10,no,6.56526,709.9964713
2592,32,47,yes,0,no,yes,yes,male,yes,10,no,6.65929,779.9969427
2593,33,47,yes,0,no,yes,yes,male,yes,10,no,6.78784,886.9955807
2594,34,47,yes,0,no,yes,yes,male,yes,10,no,6.85435,947.9957319
2595,35,47,yes,0,no,yes,yes,male,yes,10,no,6.96602,1059.995562
2596,36,47,yes,0,no,yes,yes,male,yes,10,no,7.15383,1278.995138
2597,37,47,yes,0,no,yes,yes,male,yes,10,no,7.10906,1222.997388
2598,9,49,no,0,no,yes,no,female,no,16,no,6.52209,679.9980972
2599,10,49,no,0,no,yes,no,female,no,16,no,6.58617,724.9988002
2600,11,47,no,0,no,yes,no,female,no,16,no,6.65286,774.9976523
2601,12,48,no,0,no,yes,no,female,no,16,no,6.65286,774.9976523
2602,13,48,no,0,no,yes,no,female,no,16,no,6.77765,878.0029908
2603,14,47,no,0,no,yes,no,female,no,16,no,6.80239,899.995713
2604,15,48,no,0,no,yes,no,female,no,16,no,6.93049,1022.995124
2605,16,47,no,0,yes,yes,no,female,no,11,yes,6.05678,426.9982864
2606,17,50,no,0,yes,yes,no,female,no,11,yes,6.23441,509.9996299
2607,18,50,no,0,yes,yes,no,female,no,11,yes,6.39693,600.0002069
2608,19,50,no,0,yes,yes,no,female,no,11,yes,6.39859,600.9970344
2609,20,50,no,0,yes,yes,no,female,no,11,yes,6.39693,600.0002069
2610,21,49,no,0,yes,yes,no,female,no,11,yes,6.39693,600.0002069
2611,22,47,no,0,yes,yes,no,female,no,11,yes,6.47697,649.9984641
2612,13,50,yes,0,no,no,yes,male,no,9,no,5.76832,319.9996813
2613,14,50,yes,0,no,no,yes,male,no,9,no,5.85793,349.9988959
2614,15,49,yes,0,no,no,yes,male,no,9,no,6.03787,418.9996146
2615,16,50,yes,0,no,no,yes,male,no,9,no,6.10702,448.9987034
2616,17,50,yes,0,no,no,yes,male,no,9,no,6.17379,480.0018701
2617,18,50,yes,0,no,no,yes,male,no,9,no,6.23245,509.0010096
2618,19,49,yes,0,no,no,yes,male,no,9,no,6.2672,526.9997109
2619,20,46,yes,0,yes,yes,no,female,yes,11,yes,5.68358,294.0000684
2620,21,45,yes,0,yes,yes,no,female,yes,11,yes,5.73334,308.9996054
2621,22,41,yes,0,yes,yes,no,female,yes,11,yes,5.8861,359.9985487
2622,23,40,yes,0,yes,yes,no,female,no,11,yes,5.94542,381.9997675
2623,24,38,yes,0,yes,yes,no,female,yes,11,yes,6.01372,409.0019812
2624,25,42,no,0,yes,yes,no,female,no,11,yes,6.02345,413.0009941
2625,26,36,no,0,yes,yes,no,female,no,11,yes,6.10702,448.9987034
2626,27,47,no,0,no,no,yes,male,no,12,no,6.49224,660.0001089
2627,28,48,no,0,no,no,yes,male,no,12,no,6.55108,699.9997655
2628,29,48,no,0,no,no,yes,male,no,12,no,6.60665,739.9998622
2629,30,48,no,0,no,no,yes,male,no,12,no,6.68461,799.9986179
2630,31,47,no,0,no,no,yes,male,no,12,no,6.74524,850.0031029
2631,32,49,yes,0,no,no,yes,male,no,12,no,6.80239,899.995713
2632,33,47,no,0,no,no,yes,male,no,12,no,6.85646,949.9981146
2633,21,50,no,0,yes,yes,yes,male,no,12,no,6.82979,924.9965428
2634,22,50,no,0,yes,yes,yes,male,no,12,no,6.90575,997.9967302
2635,23,49,no,0,yes,yes,yes,male,no,12,no,6.90776,1000.004721
2636,24,50,no,0,yes,yes,yes,male,no,12,no,7.04752,1150.003195
2637,25,52,no,0,yes,yes,yes,male,no,12,no,7.20786,1350.000174
2638,26,50,no,0,yes,yes,yes,male,no,12,no,6.94986,1043.003697
2639,27,50,no,0,yes,yes,yes,male,no,12,no,7.40853,1649.999065
2640,3,50,no,1,no,yes,yes,male,no,15,no,6.49224,660.0001089
2641,4,49,no,1,no,no,yes,male,no,15,no,6.65929,779.9969427
2642,5,52,no,1,no,no,yes,male,no,15,no,6.65673,778.0027042
2643,6,50,no,0,no,no,yes,male,no,15,no,6.80239,899.995713
2644,7,50,no,1,no,no,yes,male,no,15,no,7.08171,1190.001683
2645,8,50,no,1,no,no,yes,male,no,15,no,7.15929,1285.99755
